"grid_point","Year","Objective","type1_biome","type2_vegetation_community","type3_vegetation_indicators","type4_indicators_history","OBJECTID","Action","Method","Type","layer","bird_MS_pt"
240,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
240,"2020","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",17,"Other","Forage production","Rotary mower","VM_2020","bird_MS_pt"
240,"2011","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
240,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
240,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2012","bird_MS_pt"
240,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
241,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
241,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
241,"2012","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",22,"Seeding","Drill","continuous","RV_2012","bird_MS_pt"
241,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",27,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
241,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
241,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
241,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
242,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Live Plant","Container","Mix","RV_2011","bird_MS_pt"
242,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
242,"2011","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
242,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
242,"2016","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",189,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
243,"2010","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
243,"2011","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Live Plant","Container","Mix","RV_2011","bird_MS_pt"
243,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
243,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
243,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",170,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
243,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",112,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
244,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",48,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
244,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",60,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
244,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
244,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",199,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
244,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",168,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
245,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012",NA
245,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",48,"Seeding","Drill","continuous","RV_2014",NA
245,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",60,"Seeding","Drill","continuous","RV_2015",NA
245,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013",NA
245,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",199,"Chemical","pre-emergent","broadcast","WC_2016",NA
246,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",83,"Seeding","Drill","continuous","RV_2017",NA
246,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",45,"Cultural","Burn","prep","WC_2013",NA
246,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",112,"Chemical","pre-emergent","broadcast","WC_2018",NA
247,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
247,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
247,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
248,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
248,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
248,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
249,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
250,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
251,"2015","Revegetation","forest","upland","wooded draw","wooded draw",82,"Live Plant","Transplant","Mix","RV_2015",NA
252,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
253,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
254,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
255,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
256,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
256,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",27,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
256,"2021","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",314,"Seeding","Drill","islands","RV_2021","bird_MS_pt"
256,"2016","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",1,"Other","forage production","Rotary Mower","VM_2016","bird_MS_pt"
256,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","pre-emergent","broadcast","WC_2012","bird_MS_pt"
256,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2012","bird_MS_pt"
256,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
256,"2016","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",189,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
257,"2010","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
257,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",31,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
257,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Cultural","Burn","prep","WC_2018","bird_MS_pt"
258,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",30,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
258,"2021","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",309,"Seeding","Drill","continuous","RV_2021","bird_MS_pt"
258,"2016","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",200,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
258,"2018","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",105,"Chemical","post-emergent","broadcast","WC_2018","bird_MS_pt"
258,"2020","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",44,"Chemical","post-emergent","broadcast","WC_2020","bird_MS_pt"
258,"2021","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",3,"Chemical","post-emergent","broadcast","WC_2021","bird_MS_pt"
258,"2021","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",20,"Chemical","post-emergent","spot","WC_2021","bird_MS_pt"
258,"2022","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",NA,"Chemical","post-emergent","broadcast","WC_2022","bird_MS_pt"
259,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",48,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
259,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",60,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
259,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
259,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",199,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
260,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",48,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
260,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",60,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
260,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",45,"Cultural","Burn","prep","WC_2013","bird_MS_pt"
260,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",199,"Chemical","pre-emergent","broadcast","WC_2016","bird_MS_pt"
260,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",168,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
261,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",83,"Seeding","Drill","continuous","RV_2017",NA
261,"2013","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",45,"Cultural","Burn","prep","WC_2013",NA
261,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",112,"Chemical","pre-emergent","broadcast","WC_2018",NA
262,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
263,"2017","Weed Control","rangeland","shrubland","wooded draw non-forest","wooded draw non-forest",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
263,"2018","Weed Control","rangeland","shrubland","wooded draw non-forest","wooded draw non-forest",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
264,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",171,"Chemical","pre-emergent","broadcast","WC_2017",NA
264,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
265,"2011","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",0,"Chemical","pre-emergent","broadcast","WC_2011",NA
265,"2018","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",130,"Chemical","pre-emergent","broadcast","WC_2018",NA
266,NA,NA,"rangeland","shrubland","wooded draw non-forest","wooded draw non-forest",NA,NA,NA,NA,NA,NA
267,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
268,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
269,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
269,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
270,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
271,NA,NA,"rangeland","shrubland","other shrub deciduous","other shrub deciduous",NA,NA,NA,NA,NA,NA
272,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
272,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",130,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
273,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"broadcast","WC_2015","bird_MS_pt"
273,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",171,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
274,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",115,"Seeding","Drill","continuous","RV_2017",NA
274,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
274,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
275,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",386,"Seeding","Drill","islands","RV_2018",NA
275,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
275,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",100,"Chemical","post-emergent","broadcast","WC_2018",NA
275,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
276,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,NA,"WC_2015",NA
276,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
277,NA,NA,"rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",NA,NA,NA,NA,NA,NA
278,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
279,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
279,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
280,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
280,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
281,"2017","Weed Control","rangeland","shrubland","bitterbrush","bitterbrush",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
282,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
283,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
284,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
285,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
286,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
287,"2010","Revegetation","rangeland","shrubland","other shrub deciduous","other shrub deciduous",0,"Seeding",NA,NA,"RV_2011","bird_MS_pt"
287,"2013","Revegetation","rangeland","shrubland","other shrub deciduous","other shrub deciduous",32,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
287,"2017","Revegetation","rangeland","shrubland","other shrub deciduous","other shrub deciduous",247,"Seeding","Broadcast","bare seed","RV_2017","bird_MS_pt"
287,"2017","Revegetation","rangeland","shrubland","other shrub deciduous","other shrub deciduous",370,"Live Plant","Container","Mix","RV_2017","bird_MS_pt"
287,"2012","Weed Control","rangeland","shrubland","other shrub deciduous","other shrub deciduous",0,"Mechanical","Manual","dig","WC_2012","bird_MS_pt"
288,"2012","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
288,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","pre-emergent","broadcast","WC_2011","bird_MS_pt"
288,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",34,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
288,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
288,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",145,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
288,"2018","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",116,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
289,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
289,"2012","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
290,"2011","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
291,"2018","Revegetation","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",380,"Seeding","Broadcast","bare seed","RV_2018",NA
291,"2015","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",0,"Chemical",NA,NA,"WC_2015",NA
292,"2017","Weed Control","rangeland","grassland","uncultivated grassland native or degraded","uncultivated grassland native or degraded",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
293,"2017","Weed Control","rangeland","shrubland","bitterbrush","bitterbrush",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
293,"2018","Weed Control","rangeland","shrubland","bitterbrush","bitterbrush",131,"Chemical","pre-emergent","broadcast","WC_2018",NA
294,"2017","Weed Control","rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",172,"Chemical","pre-emergent","broadcast","WC_2017",NA
295,NA,NA,"rangeland","shrubland","bitterbrush","bitterbrush",NA,NA,NA,NA,NA,NA
296,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
297,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
298,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
299,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
300,NA,NA,"forest","upland","wooded draw","wooded draw",NA,NA,NA,NA,NA,NA
301,"2011","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",3,"Seeding","Drill","continuous","RV_2011","bird_MS_pt"
301,"2012","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
301,"2013","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",28,"Seeding","Drill","continuous","RV_2013","bird_MS_pt"
301,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",59,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
301,"2016","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",8,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
301,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
301,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",144,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
301,"2020","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",46,"Chemical","pre-emergent","broadcast","WC_2020","bird_MS_pt"
302,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
302,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
302,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",62,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
302,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
302,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",164,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
302,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
303,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
303,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
303,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
303,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",62,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
303,"2017","Revegetation","rangeland","grassland","former cultivated","forage grass restoration",84,"Seeding","Drill","continuous","RV_2017","bird_MS_pt"
303,"2016","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",11,"Mechanical","Machine","Rotary Mower","VM_2016","bird_MS_pt"
303,"2012","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
303,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",144,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
303,"2017","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",164,"Chemical","pre-emergent","broadcast","WC_2017","bird_MS_pt"
303,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass restoration",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
304,"2012","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",0,"Seeding","Drill",NA,"RV_2012","bird_MS_pt"
304,"2013","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",35,"Seeding","Broadcast","bare seed","RV_2013","bird_MS_pt"
304,"2014","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",49,"Seeding","Drill","continuous","RV_2014","bird_MS_pt"
304,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018","bird_MS_pt"
305,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",113,"Chemical","pre-emergent","broadcast","WC_2018",NA
306,"2015","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",70,"Seeding","Drill","continuous","RV_2015",NA
306,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",386,"Seeding","Drill","islands","RV_2018",NA
306,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,"broadcast","WC_2015",NA
306,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
306,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",54,"Chemical","pre-emergent","broadcast","WC_2020",NA
307,"2015","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Chemical",NA,NA,"WC_2015",NA
307,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",100,"Chemical","post-emergent","broadcast","WC_2018",NA
307,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
307,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",54,"Chemical","pre-emergent","broadcast","WC_2020",NA
308,"2018","Revegetation","rangeland","grassland","former cultivated","forage grass diversification",380,"Seeding","Broadcast","bare seed","RV_2018",NA
308,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",115,"Chemical","pre-emergent","broadcast","WC_2018",NA
308,"2018","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",0,"Cultural","Burn","prep","WC_2018",NA
308,"2020","Weed Control","rangeland","grassland","former cultivated","forage grass diversification",55,"Chemical","pre-emergent","broadcast","WC_2020",NA
309,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
310,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
311,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
312,NA,NA,"rangeland","shrubland","mixed sage and bitterbrush","mixed sage and bitterbrush",NA,NA,NA,NA,NA,NA
313,"2015","Revegetation","rangeland","grassland","former cultivated","irrigated agriculture restoration",59,"Seeding","Drill","continuous","RV_2015","bird_MS_pt"
313,"2020","Vegetation Management","rangeland","grassland","former cultivated","irrigated agriculture restoration",87,"Barrier","Buck-N-Rail","Buck-N-Rail","VM_2020","bird_MS_pt"
313,"2011","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical","post-emergent","broadcast","WC_2011","bird_MS_pt"
313,"2011","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",36,"Cultural","Burn","Prep","WC_2011","bird_MS_pt"
313,"2012","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",0,"Chemical",NA,"spot","WC_2012","bird_MS_pt"
313,"2017","Weed Control","rangeland","grassland","former cultivated","irrigated agriculture restoration",144,"Chemical","post-emergent","broadcast","WC_2017","bird_MS_pt"
